role,permission,direct,effective_via_alias
"principal","library:fines:post","false","false"
"principal","library:reports:read","false","false"
"principal","library:reports:export","false","false"
"principal","messaging:create","false","false"
"principal","messaging:read","false","false"
"principal","messaging:manage","false","false"
"principal","payroll:manage","false","false"
"principal","payroll:read","false","false"
"principal","payroll:salary:read","false","false"
"principal","payroll:salary:write","false","false"
"principal","payroll:run:create","false","false"
"principal","payroll:run:read","false","false"
"principal","payroll:run:review","false","false"
"principal","payroll:run:approve","false","false"
"principal","payroll:run:post","false","false"
"principal","payroll:run:pay","false","false"
"principal","payroll:run:reverse","false","false"
"principal","payroll:payslip:read","false","true"
"principal","payroll:payslip:generate","false","false"
"principal","payroll:reports:read","false","false"
"principal","payroll:exports:create","false","false"
"principal","tenants:manage","false","false"
"principal","tenants:read","false","false"
"principal","platform:read","false","false"
"principal","platform:manage","false","false"
"principal","platform:dashboard:read","false","false"
"principal","platform:tenants:read","false","false"
"principal","platform:tenants:status","false","false"
"principal","platform:plans:read","false","false"
"principal","platform:plans:manage","false","false"
"principal","platform:subscriptions:read","false","false"
"principal","platform:subscriptions:manage","false","false"
"principal","platform:usage:read","false","false"
"principal","platform:billing:read","false","false"
"principal","platform:billing:manage","false","false"
"principal","platform:providers:read","false","false"
"principal","platform:providers:manage","false","false"
"principal","platform:api-keys:read","false","false"
"principal","platform:api-keys:manage","false","false"
"principal","platform:queues:read","false","false"
"principal","platform:queues:retry","false","false"
"principal","platform:queues:manage","false","false"
"principal","platform:support:override","false","false"
"principal","platform:audit:read","false","false"
"principal","platform:health:read","false","false"
"principal","platform:reports:read","false","false"
"principal","platform:onboarding:read","false","false"
"principal","platform:onboarding:manage","false","false"
"principal","platform:demo-requests:read","false","false"
"principal","platform:demo-requests:manage","false","false"
"principal","settings:read_public","true","true"
"principal","settings:read","true","true"
"principal","settings:manage","false","false"
"principal","settings:delegate","false","false"
"principal","settings:audit:read","true","true"
"principal","settings:identity:manage","false","false"
"principal","settings:academic:manage","false","false"
"principal","settings:attendance:manage","false","false"
"principal","settings:finance:manage","false","false"
"principal","settings:hr:manage","false","false"
"principal","settings:accounting:manage","false","false"
"principal","settings:communication:manage","false","false"
"principal","settings:security:manage","false","false"
"principal","reports:read","true","true"
"principal","reports:export","false","false"
"principal","staff:create","false","false"
"principal","staff:read","true","true"
"principal","staff:update","false","false"
"principal","students:create","false","false"
"principal","students:read","true","true"
"principal","students:update","false","false"
"principal","students:delete","false","false"
"principal","students:manage_lifecycle","false","false"
"principal","admission_policy:read","true","true"
"principal","admission_policy:manage","false","false"
"principal","students:qr:generate","false","false"
"principal","students:qr:read","false","false"
"principal","students:qr:rotate","false","false"
"principal","students:qr:revoke","false","false"
"principal","students:qr:resolve","false","false"
"principal","students:qr:resolve_all","false","false"
"principal","guardians:create","false","false"
"principal","guardians:read","true","true"
"principal","guardians:update","false","false"
"principal","guardians:verify","false","false"
"principal","student_documents:manage","false","false"
"principal","siblings:manage","false","false"
"principal","enrollments:create","false","false"
"principal","enrollments:read","true","true"
"principal","transport:read","false","false"
"principal","transport:manage","false","false"
"principal","transport:operate","false","false"
"principal","transport:routes:create","false","false"
"principal","transport:routes:read","false","false"
"principal","transport:routes:update","false","false"
"principal","transport:vehicles:create","false","false"
"principal","transport:vehicles:read","false","false"
"principal","transport:vehicles:update","false","false"
"principal","transport:assignments:create","false","false"
"principal","transport:assignments:read","false","false"
"principal","transport:assignments:update","false","false"
"principal","transport:trips:create","false","false"
"principal","transport:trips:read","false","false"
"principal","transport:trips:update","false","false"
"principal","transport:location:read","false","false"
"principal","transport:location:update","false","false"
"principal","transport:tracking:parent","false","false"
"principal","transport:reports:read","false","false"
"teacher","classes:create","false","false"
"teacher","classes:read","true","true"
"teacher","streams:create","false","false"
"teacher","streams:read","false","false"
"teacher","academic_years:create","false","false"
"teacher","academic_years:read","true","true"
"teacher","sections:create","false","false"
"teacher","sections:read","true","true"
"teacher","academics:manage","false","false"
"teacher","academics:read","true","true"
"teacher","academics:enter_marks","true","true"
"teacher","academics:manage_report_cards","false","false"
"teacher","academics:create","false","false"
"teacher","academics:update","false","false"
"teacher","academics:delete","false","false"
"teacher","exam-terms:read","true","true"
"teacher","exam-terms:manage","false","false"
"teacher","exam-terms:unlock","false","false"
"teacher","assessment-components:read","true","true"
"teacher","assessment-components:manage","false","false"
"teacher","marks:read","true","true"
"teacher","marks:manage","false","false"
"teacher","marks:review_lock","false","false"
"teacher","academics:cas:manage","false","false"
"teacher","cas-records:read","true","true"
"teacher","cas-records:manage","false","false"
"teacher","results:read","true","true"
"teacher","results:publish","false","false"
"teacher","results:unpublish","false","false"
"teacher","academics:report_cards:review","false","false"
"teacher","timetable:manage","false","false"
"teacher","timetable:read_published","false","true"
"teacher","timetable:read","true","true"
"teacher","timetable:create","false","false"
"teacher","timetable:update","false","false"
"teacher","timetable:delete","false","false"
"teacher","timetable:publish","false","false"
"teacher","timetable:substitute","false","false"
"teacher","homework:create","true","true"
"teacher","homework:read_published","false","true"
"teacher","homework:read","true","true"
"teacher","homework:review","true","true"
"teacher","homework:update","true","true"
"teacher","homework:delete","false","false"
"teacher","homework:notify","true","true"
"teacher","homework:submit","false","false"
"teacher","accounting:read","false","false"
"teacher","accounting:close","false","false"
"teacher","accounting:reverse","false","false"
"teacher","accounting:accounts:read","false","false"
"teacher","accounting:accounts:write","false","false"
"teacher","accounting:fiscal:manage","false","false"
"teacher","accounting:fiscal:reopen","false","false"
"teacher","accounting:journals:read","false","false"
"teacher","accounting:journals:create","false","false"
"teacher","accounting:journals:submit","false","false"
"teacher","accounting:journals:approve","false","false"
"teacher","accounting:journals:reject","false","false"
"teacher","accounting:journals:post","false","false"
"teacher","accounting:journals:cancel","false","false"
"teacher","accounting:journals:reverse","false","false"
"teacher","accounting:reports:read","false","false"
"teacher","accounting:audit:read","false","false"
"teacher","accounting:reports:trial-balance","false","false"
"teacher","accounting:reports:general-ledger","false","false"
"teacher","accounting:reports:cash-book","false","false"
"teacher","accounting:reports:income-statement","false","false"
"teacher","accounting:reports:balance-sheet","false","false"
"teacher","accounting:reports:tax-summary","false","false"
"teacher","accounting:settings:read","false","false"
"teacher","accounting:settings:update","false","false"
"teacher","accounting:exports:create","false","false"
"teacher","accounting:posting-batches:read","false","false"
"teacher","accounting:posting-batches:retry","false","false"
"teacher","accounting:payroll-handoff:read","false","false"
"teacher","accounting:payroll-handoff:post","false","false"
"teacher","accounting:expenses:read","false","false"
"teacher","accounting:expenses:write","false","false"
"teacher","accounting:vendors:read","false","false"
"teacher","accounting:vendors:write","false","false"
"teacher","accounting:payables:read","false","false"
"teacher","accounting:payables:write","false","false"
"teacher","accounting:reconciliation:read","false","false"
"teacher","accounting:reconciliation:manage","false","false"
"teacher","accounting:reconciliation:finalize","false","false"
"teacher","finance:principal:read","false","false"
"teacher","finance:approvals:read","false","false"
"teacher","finance:approvals:decide","false","false"
"teacher","accounting:budgets:read","false","false"
"teacher","accounting:budgets:write","false","false"
"teacher","accounting:reports:budget-vs-actual","false","false"
"teacher","accounting:reports:cash-flow-statement","false","false"
"teacher","activity_feed:create","true","true"
"teacher","activity_feed:read","true","true"
"teacher","activity_feed:moderate","false","false"
"teacher","advanced:approvals:read","false","true"
"teacher","advanced:approvals:manage","false","false"
"teacher","advanced:approvals:decide","false","false"
"teacher","advanced:automation:read","false","true"
"teacher","advanced:automation:manage","false","false"
"teacher","advanced:automation:execute","false","false"
"teacher","advanced:analytics:read","false","true"
"teacher","advanced:analytics:refresh","false","false"
"teacher","advanced:documents:read","false","true"
"teacher","advanced:documents:manage","false","false"
"teacher","advanced:exports:read","false","true"
"teacher","advanced:exports:create","false","false"
"teacher","attendance:mark","true","true"
"teacher","attendance:read","true","true"
"teacher","attendance:review_conflicts","false","false"
"teacher","attendance:manage_all","false","false"
"teacher","attendance:override_lock","false","false"
"teacher","attendance:staff:update","false","false"
"teacher","users:create","false","false"
"teacher","users:read","false","false"
"teacher","users:update_status","false","false"
"teacher","users:reset_password","false","false"
"teacher","roles:read","true","true"
"teacher","roles:create","false","false"
"teacher","roles:assign","false","false"
"teacher","roles:manage_permissions","false","false"
"teacher","canteen:menu:create","false","false"
"teacher","canteen:menu:read","false","false"
"teacher","canteen:menu:update","false","false"
"teacher","canteen:plans:create","false","false"
"teacher","canteen:plans:read","false","false"
"teacher","canteen:plans:update","false","false"
"teacher","canteen:enrollments:create","false","false"
"teacher","canteen:enrollments:read","false","false"
"teacher","canteen:enrollments:update","false","false"
"teacher","canteen:serving:create","false","false"
"teacher","canteen:serving:read","false","false"
"teacher","canteen:serving:update","false","false"
"teacher","canteen:wallets:create","false","false"
"teacher","canteen:wallets:read","false","false"
"teacher","canteen:wallets:update","false","false"
"teacher","canteen:pos:create","false","false"
"teacher","canteen:pos:read","false","false"
"teacher","canteen:pos:update","false","false"
"teacher","canteen:inventory:read","false","false"
"teacher","canteen:inventory:update","false","false"
"teacher","canteen:controls:create","false","false"
"teacher","canteen:controls:read","false","false"
"teacher","canteen:controls:update","false","false"
"teacher","canteen:reports:read","false","false"
"teacher","canteen:parent:read","false","false"
"teacher","notifications:view_own","false","true"
"teacher","notifications:manage_templates","false","false"
"teacher","notifications:manage_preferences","false","true"
"teacher","notifications:view_delivery_diagnostics","false","false"
"teacher","notifications:retry_deliveries","false","false"
"teacher","notices:create","false","false"
"teacher","notices:edit","false","false"
"teacher","notices:publish","false","false"
"teacher","notices:schedule","false","false"
"teacher","notices:cancel","false","false"
"teacher","notices:archive","false","false"
"teacher","notices:read","true","true"
"teacher","notices:approve","false","false"
"teacher","notices:send_emergency","false","false"
"teacher","notices:read_reports","false","false"
"teacher","events:create","false","false"
"teacher","events:read","true","true"
"teacher","communications:read_deliveries","false","false"
"teacher","communications:retry_deliveries","false","false"
"teacher","communications:manage_templates","false","false"
"teacher","communications:manage_consent","false","false"
"teacher","consents:manage","false","false"
"teacher","service_requests:create","false","false"
"teacher","service_requests:read","false","false"
"teacher","service_requests:manage","false","false"
"teacher","fees:manage","false","false"
"teacher","fees:bill","false","false"
"teacher","fees:discount","false","false"
"teacher","fees:adjust","false","false"
"teacher","payments:collect","false","false"
"teacher","payments:refund","false","false"
"teacher","payments:close","false","false"
"teacher","payments:reverse","false","false"
"teacher","receipts:read","false","false"
"teacher","receipts:manage","false","false"
"teacher","ledger:read","false","false"
"teacher","hr:manage","false","false"
"teacher","hr:read","false","false"
"teacher","hr:staff:read","true","true"
"teacher","hr:staff:create","false","false"
"teacher","hr:staff:update","false","false"
"teacher","hr:staff:lifecycle","false","false"
"teacher","hr:staff:terminate","false","false"
"teacher","hr:staff:archive","false","false"
"teacher","hr:attendance:read","false","true"
"teacher","hr:attendance:write","false","true"
"teacher","hr:attendance:correct","false","false"
"teacher","hr:leave:read","true","true"
"teacher","hr:leave:request","true","true"
"teacher","hr:leave:approve","false","false"
"teacher","hr:leave:adjust","false","false"
"teacher","learning:read","true","true"
"teacher","learning:manage","false","false"
"teacher","learning:create","true","true"
"teacher","learning:update","true","true"
"teacher","learning:delete","true","true"
"teacher","learning:launch","true","true"
"teacher","learning:attempt","false","false"
"teacher","learning:progress","true","true"
"teacher","library:read","false","false"
"teacher","library:manage","false","false"
"teacher","library:books:create","false","false"
"teacher","library:books:read","true","true"
"teacher","library:books:update","false","false"
"teacher","library:copies:create","false","false"
"teacher","library:copies:read","true","true"
"teacher","library:copies:update","false","false"
"teacher","library:issues:create","false","false"
"teacher","library:issues:read","true","true"
"teacher","library:issues:return","false","false"
"teacher","library:fines:create","false","false"
"teacher","library:fines:update","false","false"
"teacher","library:fines:post","false","false"
"teacher","library:reports:read","false","false"
"teacher","library:reports:export","false","false"
"teacher","messaging:create","false","false"
"teacher","messaging:read","true","true"
"teacher","messaging:manage","false","false"
"teacher","payroll:manage","false","false"
"teacher","payroll:read","false","false"
"teacher","payroll:salary:read","false","false"
"teacher","payroll:salary:write","false","false"
"teacher","payroll:run:create","false","false"
"teacher","payroll:run:read","false","false"
"teacher","payroll:run:review","false","false"
"teacher","payroll:run:approve","false","false"
"teacher","payroll:run:post","false","false"
"teacher","payroll:run:pay","false","false"
"teacher","payroll:run:reverse","false","false"
"teacher","payroll:payslip:read","true","true"
"teacher","payroll:payslip:generate","false","false"
"teacher","payroll:reports:read","false","false"
"teacher","payroll:exports:create","false","false"
"teacher","tenants:manage","false","false"
"teacher","tenants:read","false","false"
"teacher","platform:read","false","false"
"teacher","platform:manage","false","false"
"teacher","platform:dashboard:read","false","false"
"teacher","platform:tenants:read","false","false"
"teacher","platform:tenants:status","false","false"
"teacher","platform:plans:read","false","false"
"teacher","platform:plans:manage","false","false"
"teacher","platform:subscriptions:read","false","false"
"teacher","platform:subscriptions:manage","false","false"
"teacher","platform:usage:read","false","false"
"teacher","platform:billing:read","false","false"
"teacher","platform:billing:manage","false","false"
"teacher","platform:providers:read","false","false"
"teacher","platform:providers:manage","false","false"
"teacher","platform:api-keys:read","false","false"
"teacher","platform:api-keys:manage","false","false"
"teacher","platform:queues:read","false","false"
"teacher","platform:queues:retry","false","false"
"teacher","platform:queues:manage","false","false"
"teacher","platform:support:override","false","false"
"teacher","platform:audit:read","false","false"
"teacher","platform:health:read","false","false"
"teacher","platform:reports:read","false","false"
"teacher","platform:onboarding:read","false","false"
"teacher","platform:onboarding:manage","false","false"
"teacher","platform:demo-requests:read","false","false"
"teacher","platform:demo-requests:manage","false","false"
"teacher","settings:read_public","true","true"
"teacher","settings:read","true","true"
"teacher","settings:manage","false","false"
"teacher","settings:delegate","false","false"
"teacher","settings:audit:read","false","false"
"teacher","settings:identity:manage","false","false"
"teacher","settings:academic:manage","false","false"
"teacher","settings:attendance:manage","false","false"
"teacher","settings:finance:manage","false","false"
"teacher","settings:hr:manage","false","false"
"teacher","settings:accounting:manage","false","false"
"teacher","settings:communication:manage","false","false"
"teacher","settings:security:manage","false","false"
"teacher","reports:read","true","true"
"teacher","reports:export","false","false"
"teacher","staff:create","false","false"
"teacher","staff:read","true","true"
"teacher","staff:update","false","false"
"teacher","students:create","false","false"
"teacher","students:read","true","true"
"teacher","students:update","false","false"
"teacher","students:delete","false","false"
"teacher","students:manage_lifecycle","false","false"
"teacher","admission_policy:read","false","false"
"teacher","admission_policy:manage","false","false"
"teacher","students:qr:generate","false","false"
"teacher","students:qr:read","false","false"
"teacher","students:qr:rotate","false","false"
"teacher","students:qr:revoke","false","false"
"teacher","students:qr:resolve","false","false"
"teacher","students:qr:resolve_all","false","false"
"teacher","guardians:create","false","false"
"teacher","guardians:read","false","false"
"teacher","guardians:update","false","false"
"teacher","guardians:verify","false","false"
"teacher","student_documents:manage","false","false"
"teacher","siblings:manage","false","false"
"teacher","enrollments:create","false","false"
"teacher","enrollments:read","false","false"
"teacher","transport:read","false","false"
"teacher","transport:manage","false","false"
"teacher","transport:operate","false","false"
"teacher","transport:routes:create","false","false"
"teacher","transport:routes:read","false","false"
"teacher","transport:routes:update","false","false"
"teacher","transport:vehicles:create","false","false"
"teacher","transport:vehicles:read","false","false"
"teacher","transport:vehicles:update","false","false"
"teacher","transport:assignments:create","false","false"
"teacher","transport:assignments:read","false","false"
"teacher","transport:assignments:update","false","false"
"teacher","transport:trips:create","false","false"
"teacher","transport:trips:read","false","false"
"teacher","transport:trips:update","false","false"
"teacher","transport:location:read","false","false"
"teacher","transport:location:update","false","false"
"teacher","transport:tracking:parent","false","false"
"teacher","transport:reports:read","false","false"
"subject_teacher","classes:create","false","false"
"subject_teacher","classes:read","true","true"
"subject_teacher","streams:create","false","false"
"subject_teacher","streams:read","false","false"
"subject_teacher","academic_years:create","false","false"
"subject_teacher","academic_years:read","true","true"
"subject_teacher","sections:create","false","false"
"subject_teacher","sections:read","true","true"
"subject_teacher","academics:manage","false","false"
"subject_teacher","academics:read","true","true"
"subject_teacher","academics:enter_marks","true","true"
"subject_teacher","academics:manage_report_cards","false","false"
"subject_teacher","academics:create","false","false"
"subject_teacher","academics:update","false","false"
"subject_teacher","academics:delete","false","false"
"subject_teacher","exam-terms:read","true","true"
"subject_teacher","exam-terms:manage","false","false"
"subject_teacher","exam-terms:unlock","false","false"
"subject_teacher","assessment-components:read","true","true"
"subject_teacher","assessment-components:manage","false","false"
"subject_teacher","marks:read","true","true"
"subject_teacher","marks:manage","false","false"
"subject_teacher","marks:review_lock","false","false"
"subject_teacher","academics:cas:manage","false","false"
"subject_teacher","cas-records:read","true","true"
"subject_teacher","cas-records:manage","false","false"
"subject_teacher","results:read","true","true"
"subject_teacher","results:publish","false","false"
"subject_teacher","results:unpublish","false","false"
"subject_teacher","academics:report_cards:review","false","false"
"subject_teacher","timetable:manage","false","false"
"subject_teacher","timetable:read_published","false","true"
"subject_teacher","timetable:read","true","true"
"subject_teacher","timetable:create","false","false"
"subject_teacher","timetable:update","false","false"
"subject_teacher","timetable:delete","false","false"
"subject_teacher","timetable:publish","false","false"
"subject_teacher","timetable:substitute","false","false"
"subject_teacher","homework:create","true","true"
"subject_teacher","homework:read_published","false","true"
"subject_teacher","homework:read","true","true"
"subject_teacher","homework:review","true","true"
"subject_teacher","homework:update","true","true"
"subject_teacher","homework:delete","false","false"
"subject_teacher","homework:notify","true","true"
"subject_teacher","homework:submit","false","false"
"subject_teacher","accounting:read","false","false"
"subject_teacher","accounting:close","false","false"
"subject_teacher","accounting:reverse","false","false"
"subject_teacher","accounting:accounts:read","false","false"
"subject_teacher","accounting:accounts:write","false","false"
"subject_teacher","accounting:fiscal:manage","false","false"
"subject_teacher","accounting:fiscal:reopen","false","false"
"subject_teacher","accounting:journals:read","false","false"
"subject_teacher","accounting:journals:create","false","false"
"subject_teacher","accounting:journals:submit","false","false"
"subject_teacher","accounting:journals:approve","false","false"
"subject_teacher","accounting:journals:reject","false","false"
"subject_teacher","accounting:journals:post","false","false"
"subject_teacher","accounting:journals:cancel","false","false"
"subject_teacher","accounting:journals:reverse","false","false"
"subject_teacher","accounting:reports:read","false","false"
"subject_teacher","accounting:audit:read","false","false"
"subject_teacher","accounting:reports:trial-balance","false","false"
"subject_teacher","accounting:reports:general-ledger","false","false"
"subject_teacher","accounting:reports:cash-book","false","false"
"subject_teacher","accounting:reports:income-statement","false","false"
"subject_teacher","accounting:reports:balance-sheet","false","false"
"subject_teacher","accounting:reports:tax-summary","false","false"
"subject_teacher","accounting:settings:read","false","false"
"subject_teacher","accounting:settings:update","false","false"
"subject_teacher","accounting:exports:create","false","false"
"subject_teacher","accounting:posting-batches:read","false","false"
"subject_teacher","accounting:posting-batches:retry","false","false"
"subject_teacher","accounting:payroll-handoff:read","false","false"
"subject_teacher","accounting:payroll-handoff:post","false","false"
"subject_teacher","accounting:expenses:read","false","false"
"subject_teacher","accounting:expenses:write","false","false"
"subject_teacher","accounting:vendors:read","false","false"
"subject_teacher","accounting:vendors:write","false","false"
"subject_teacher","accounting:payables:read","false","false"
"subject_teacher","accounting:payables:write","false","false"
"subject_teacher","accounting:reconciliation:read","false","false"
"subject_teacher","accounting:reconciliation:manage","false","false"
"subject_teacher","accounting:reconciliation:finalize","false","false"
"subject_teacher","finance:principal:read","false","false"
"subject_teacher","finance:approvals:read","false","false"
"subject_teacher","finance:approvals:decide","false","false"
"subject_teacher","accounting:budgets:read","false","false"
"subject_teacher","accounting:budgets:write","false","false"
"subject_teacher","accounting:reports:budget-vs-actual","false","false"
"subject_teacher","accounting:reports:cash-flow-statement","false","false"
"subject_teacher","activity_feed:create","true","true"
"subject_teacher","activity_feed:read","true","true"
"subject_teacher","activity_feed:moderate","false","false"
"subject_teacher","advanced:approvals:read","false","false"
"subject_teacher","advanced:approvals:manage","false","false"
"subject_teacher","advanced:approvals:decide","false","false"
"subject_teacher","advanced:automation:read","false","false"
"subject_teacher","advanced:automation:manage","false","false"
"subject_teacher","advanced:automation:execute","false","false"
"subject_teacher","advanced:analytics:read","false","true"
"subject_teacher","advanced:analytics:refresh","false","false"
"subject_teacher","advanced:documents:read","false","true"
"subject_teacher","advanced:documents:manage","false","false"
"subject_teacher","advanced:exports:read","false","true"
"subject_teacher","advanced:exports:create","false","false"
"subject_teacher","attendance:mark","false","false"
"subject_teacher","attendance:read","true","true"
"subject_teacher","attendance:review_conflicts","false","false"
"subject_teacher","attendance:manage_all","false","false"
"subject_teacher","attendance:override_lock","false","false"
"subject_teacher","attendance:staff:update","false","false"
"subject_teacher","users:create","false","false"
"subject_teacher","users:read","false","false"
"subject_teacher","users:update_status","false","false"
"subject_teacher","users:reset_password","false","false"
"subject_teacher","roles:read","true","true"
"subject_teacher","roles:create","false","false"
"subject_teacher","roles:assign","false","false"
"subject_teacher","roles:manage_permissions","false","false"
"subject_teacher","canteen:menu:create","false","false"
"subject_teacher","canteen:menu:read","false","false"
"subject_teacher","canteen:menu:update","false","false"
"subject_teacher","canteen:plans:create","false","false"
"subject_teacher","canteen:plans:read","false","false"
"subject_teacher","canteen:plans:update","false","false"
"subject_teacher","canteen:enrollments:create","false","false"
"subject_teacher","canteen:enrollments:read","false","false"
"subject_teacher","canteen:enrollments:update","false","false"
"subject_teacher","canteen:serving:create","false","false"
"subject_teacher","canteen:serving:read","false","false"
"subject_teacher","canteen:serving:update","false","false"
"subject_teacher","canteen:wallets:create","false","false"
"subject_teacher","canteen:wallets:read","false","false"
"subject_teacher","canteen:wallets:update","false","false"
"subject_teacher","canteen:pos:create","false","false"
"subject_teacher","canteen:pos:read","false","false"
"subject_teacher","canteen:pos:update","false","false"
"subject_teacher","canteen:inventory:read","false","false"
"subject_teacher","canteen:inventory:update","false","false"
"subject_teacher","canteen:controls:create","false","false"
"subject_teacher","canteen:controls:read","false","false"
"subject_teacher","canteen:controls:update","false","false"
"subject_teacher","canteen:reports:read","false","false"
"subject_teacher","canteen:parent:read","false","false"
"subject_teacher","notifications:view_own","false","true"
"subject_teacher","notifications:manage_templates","false","false"
"subject_teacher","notifications:manage_preferences","false","true"
"subject_teacher","notifications:view_delivery_diagnostics","false","false"
"subject_teacher","notifications:retry_deliveries","false","false"
"subject_teacher","notices:create","false","false"
"subject_teacher","notices:edit","false","false"
"subject_teacher","notices:publish","false","false"
"subject_teacher","notices:schedule","false","false"
"subject_teacher","notices:cancel","false","false"
"subject_teacher","notices:archive","false","false"
"subject_teacher","notices:read","true","true"
"subject_teacher","notices:approve","false","false"
"subject_teacher","notices:send_emergency","false","false"
"subject_teacher","notices:read_reports","false","false"
"subject_teacher","events:create","false","false"
"subject_teacher","events:read","true","true"
"subject_teacher","communications:read_deliveries","false","false"
"subject_teacher","communications:retry_deliveries","false","false"
"subject_teacher","communications:manage_templates","false","false"
"subject_teacher","communications:manage_consent","false","false"
"subject_teacher","consents:manage","false","false"
"subject_teacher","service_requests:create","false","false"
"subject_teacher","service_requests:read","false","false"
"subject_teacher","service_requests:manage","false","false"
"subject_teacher","fees:manage","false","false"
"subject_teacher","fees:bill","false","false"
"subject_teacher","fees:discount","false","false"
"subject_teacher","fees:adjust","false","false"
"subject_teacher","payments:collect","false","false"
"subject_teacher","payments:refund","false","false"
"subject_teacher","payments:close","false","false"
"subject_teacher","payments:reverse","false","false"
"subject_teacher","receipts:read","false","false"
"subject_teacher","receipts:manage","false","false"
"subject_teacher","ledger:read","false","false"
"subject_teacher","hr:manage","false","false"
"subject_teacher","hr:read","false","false"
"subject_teacher","hr:staff:read","true","true"
"subject_teacher","hr:staff:create","false","false"
"subject_teacher","hr:staff:update","false","false"
"subject_teacher","hr:staff:lifecycle","false","false"
"subject_teacher","hr:staff:terminate","false","false"
"subject_teacher","hr:staff:archive","false","false"
"subject_teacher","hr:attendance:read","false","true"
"subject_teacher","hr:attendance:write","false","false"
"subject_teacher","hr:attendance:correct","false","false"
"subject_teacher","hr:leave:read","true","true"
"subject_teacher","hr:leave:request","true","true"
"subject_teacher","hr:leave:approve","false","false"
"subject_teacher","hr:leave:adjust","false","false"
"subject_teacher","learning:read","true","true"
"subject_teacher","learning:manage","false","false"
"subject_teacher","learning:create","true","true"
"subject_teacher","learning:update","true","true"
"subject_teacher","learning:delete","true","true"
"subject_teacher","learning:launch","true","true"
"subject_teacher","learning:attempt","false","false"
"subject_teacher","learning:progress","true","true"
"subject_teacher","library:read","false","false"
"subject_teacher","library:manage","false","false"
"subject_teacher","library:books:create","false","false"
"subject_teacher","library:books:read","true","true"
"subject_teacher","library:books:update","false","false"
"subject_teacher","library:copies:create","false","false"
"subject_teacher","library:copies:read","true","true"
"subject_teacher","library:copies:update","false","false"
"subject_teacher","library:issues:create","false","false"
"subject_teacher","library:issues:read","true","true"
"subject_teacher","library:issues:return","false","false"
"subject_teacher","library:fines:create","false","false"
"subject_teacher","library:fines:update","false","false"
"subject_teacher","library:fines:post","false","false"
"subject_teacher","library:reports:read","false","false"
"subject_teacher","library:reports:export","false","false"
"subject_teacher","messaging:create","false","false"
"subject_teacher","messaging:read","true","true"
"subject_teacher","messaging:manage","false","false"
"subject_teacher","payroll:manage","false","false"
"subject_teacher","payroll:read","false","false"
"subject_teacher","payroll:salary:read","false","false"
"subject_teacher","payroll:salary:write","false","false"
"subject_teacher","payroll:run:create","false","false"
"subject_teacher","payroll:run:read","false","false"
"subject_teacher","payroll:run:review","false","false"
"subject_teacher","payroll:run:approve","false","false"
"subject_teacher","payroll:run:post","false","false"
"subject_teacher","payroll:run:pay","false","false"
"subject_teacher","payroll:run:reverse","false","false"
"subject_teacher","payroll:payslip:read","true","true"
"subject_teacher","payroll:payslip:generate","false","false"
"subject_teacher","payroll:reports:read","false","false"
"subject_teacher","payroll:exports:create","false","false"
"subject_teacher","tenants:manage","false","false"
"subject_teacher","tenants:read","false","false"
"subject_teacher","platform:read","false","false"
"subject_teacher","platform:manage","false","false"
"subject_teacher","platform:dashboard:read","false","false"
"subject_teacher","platform:tenants:read","false","false"
"subject_teacher","platform:tenants:status","false","false"
"subject_teacher","platform:plans:read","false","false"
"subject_teacher","platform:plans:manage","false","false"
"subject_teacher","platform:subscriptions:read","false","false"
"subject_teacher","platform:subscriptions:manage","false","false"
"subject_teacher","platform:usage:read","false","false"
"subject_teacher","platform:billing:read","false","false"
"subject_teacher","platform:billing:manage","false","false"
"subject_teacher","platform:providers:read","false","false"
"subject_teacher","platform:providers:manage","false","false"
"subject_teacher","platform:api-keys:read","false","false"
"subject_teacher","platform:api-keys:manage","false","false"
"subject_teacher","platform:queues:read","false","false"
"subject_teacher","platform:queues:retry","false","false"
"subject_teacher","platform:queues:manage","false","false"
"subject_teacher","platform:support:override","false","false"
"subject_teacher","platform:audit:read","false","false"
"subject_teacher","platform:health:read","false","false"
"subject_teacher","platform:reports:read","false","false"
"subject_teacher","platform:onboarding:read","false","false"
"subject_teacher","platform:onboarding:manage","false","false"
"subject_teacher","platform:demo-requests:read","false","false"
"subject_teacher","platform:demo-requests:manage","false","false"
"subject_teacher","settings:read_public","true","true"
"subject_teacher","settings:read","false","false"
"subject_teacher","settings:manage","false","false"
"subject_teacher","settings:delegate","false","false"
"subject_teacher","settings:audit:read","false","false"
"subject_teacher","settings:identity:manage","false","false"
"subject_teacher","settings:academic:manage","false","false"
"subject_teacher","settings:attendance:manage","false","false"
"subject_teacher","settings:finance:manage","false","false"
"subject_teacher","settings:hr:manage","false","false"
"subject_teacher","settings:accounting:manage","false","false"
"subject_teacher","settings:communication:manage","false","false"
"subject_teacher","settings:security:manage","false","false"
"subject_teacher","reports:read","true","true"
"subject_teacher","reports:export","false","false"
"subject_teacher","staff:create","false","false"
"subject_teacher","staff:read","false","false"
"subject_teacher","staff:update","false","false"
"subject_teacher","students:create","false","false"
"subject_teacher","students:read","true","true"
"subject_teacher","students:update","false","false"
"subject_teacher","students:delete","false","false"
"subject_teacher","students:manage_lifecycle","false","false"
"subject_teacher","admission_policy:read","false","false"
"subject_teacher","admission_policy:manage","false","false"
